rvec[0]	rvec[1]	rvec[2]	Yaw Raw	Pitch Raw	Roll Raw	Yaw Error	Pitch Error	Roll Error	Yaw Comp	Pitch Comp	Roll Comp	fpinfc[0]	fpinfc[1]	fpinfc[2]	fpinfc[3]	fpinfc[4]	fpinfc[5]	fpinfc[6]	fpinfc[7]	fpinfc[8]	fbinft[0]	fbinft[1]	fbinft[2]	fbinft[3]	fbinft[4]	fbinft[5]	fbinft[6]	fbinft[7]	fbinft[8]	Before Comp. X	Before Comp. Y	Before Comp Z.	Retro Normal X	Retro Normal Y	Retro Normal Z	Combo angle (degree)	Error Lateral	Error Longitudinal	ADM comp in fb X	ADM comp in fb Y	ADM comp in fb Z	Tracker Timestamp	Camera Timestamp	Trigger Counter	Operation Mode	AZ	EL	X	Y	Z	CX1	CY1	CX2	CY2	CX3	CY3	CX4	CY4	CX5	CY5	CX6	CY6	CX7	CY7	CX8	CY8	CX9	CY9	CX10	CY10	CX11	CY11	CX12	CY12	CX13	CY13	CX14	CY14	CX15	CY15	CX16	CY16	CX17	CY17	fpinft[0]	fpinft[1]	fpinft[2]	fpinft[3]	fpinft[4]	fpinft[5]	fpinft[6]	fpinft[7]	fpinft[8]	TipX	TipY	TipZ	
0.902788	1.589251	-0.582412	-83.807808	12.532945	36.993942	-0.196886	-0.138320	0.028523	-83.610924	12.671266	36.965420	0.219999	0.969585	-0.107261	-0.779358	0.108569	-0.617102	-0.586687	0.219357	0.779539	0.998421	0.056170	-0.000448	-0.056172	0.998389	-0.007971	0.000000	0.007984	0.999968	242.528748	4310.782227	34.470913	0.003865	0.999964	-0.007514	83.673727	-43.507441	96.857760	-42.513607	-96.857758	-9.246125	865067406556	86495007822000	3234	TrackerOperationMode_Track	-3.220116	0.457428	194.645889	4216.542480	24.451815	1745.644897	697.297180	1513.055298	927.930237	1958.312134	943.050110	1805.276367	939.051392	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.176139	0.974054	-0.142104	-0.785784	0.052182	-0.616296	-0.592891	0.220217	0.774587	200.762070	4266.804199	-41.056396	
0.902815	1.589464	-0.582298	-83.808060	12.544708	36.998848	-0.196896	-0.138262	0.028534	-83.611168	12.682970	36.970314	0.220124	0.969541	-0.107403	-0.779292	0.108560	-0.617185	-0.586727	0.219556	0.779453	0.998421	0.056169	-0.000448	-0.056171	0.998389	-0.007970	0.000000	0.007983	0.999968	242.525375	4310.804199	34.468422	0.003865	0.999964	-0.007514	83.674203	-43.508296	96.859483	-42.512539	-96.859482	-9.255042	865070739903	86495341150000	3241	TrackerOperationMode_Track	-3.220062	0.457397	194.643585	4216.562500	24.440445	1745.688354	697.308533	1512.951782	927.902771	1958.399170	942.976318	1805.249878	939.004883	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.176268	0.974009	-0.142250	-0.785725	0.052175	-0.616371	-0.592929	0.220416	0.774501	200.772125	4266.830566	-41.061821	
0.902873	1.589436	-0.582328	-83.807220	12.544720	36.995609	-0.196881	-0.138259	0.028536	-83.610344	12.682979	36.967075	0.220130	0.969539	-0.107407	-0.779324	0.108574	-0.617143	-0.586683	0.219556	0.779486	0.998421	0.056170	-0.000448	-0.056172	0.998389	-0.007970	0.000000	0.007983	0.999968	242.528931	4310.790527	34.468533	0.003865	0.999964	-0.007514	83.673423	-43.506895	96.856660	-42.511169	-96.856659	-9.254763	865074073051	86495674470000	3248	TrackerOperationMode_Track	-3.220116	0.457397	194.648560	4216.551758	24.440857	1745.713257	697.202271	1512.992310	927.953735	1958.386353	942.974487	1805.300537	939.071533	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.176270	0.974009	-0.142252	-0.785758	0.052188	-0.616328	-0.592885	0.220416	0.774534	200.777252	4266.815918	-41.064163	
0.902846	1.589413	-0.582317	-83.806808	12.542944	36.996811	-0.196886	-0.138268	0.028533	-83.609924	12.681211	36.968277	0.220120	0.969545	-0.107374	-0.779312	0.108582	-0.617157	-0.586703	0.219526	0.779479	0.998421	0.056165	-0.000449	-0.056167	0.998390	-0.007973	0.000000	0.007985	0.999968	242.507370	4310.791504	34.478241	0.003865	0.999964	-0.007514	83.672964	-43.506072	96.855000	-42.510647	-96.855003	-9.253278	865077882390	86496055407000	3256	TrackerOperationMode_Track	-3.219833	0.457527	194.628082	4216.554199	24.451843	1745.744385	697.314941	1513.014404	927.877563	1958.489014	942.926697	1805.430664	938.995911	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.176265	0.974015	-0.142217	-0.785743	0.052200	-0.616347	-0.592907	0.220386	0.774526	200.753845	4266.819824	-41.052315	
0.902848	1.589652	-0.582135	-83.805557	12.555784	37.005318	-0.196907	-0.138202	0.028542	-83.608650	12.693986	36.976772	0.220283	0.969494	-0.107500	-0.779201	0.108598	-0.617295	-0.586789	0.219744	0.779353	0.998421	0.056173	-0.000448	-0.056175	0.998389	-0.007968	0.000000	0.007981	0.999968	242.540253	4310.782227	34.458462	0.003865	0.999964	-0.007514	83.671955	-43.504262	96.851350	-42.506794	-96.851349	-9.262456	865081215538	86496388722000	3263	TrackerOperationMode_Track	-3.220276	0.457268	194.664291	4216.548340	24.423355	1745.712158	697.434021	1512.916748	927.960938	1958.351074	943.046997	1805.272217	939.184448	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.176428	0.973965	-0.142355	-0.785644	0.052211	-0.616472	-0.592989	0.220604	0.774402	200.801849	4266.824219	-41.071846	
0.902809	1.589463	-0.582261	-83.806694	12.544796	37.000492	-0.196900	-0.138259	0.028532	-83.609795	12.683055	36.971962	0.220147	0.969538	-0.107383	-0.779269	0.108583	-0.617211	-0.586749	0.219558	0.779436	0.998421	0.056169	-0.000448	-0.056170	0.998389	-0.007968	0.000000	0.007981	0.999968	242.522675	4310.804688	34.459332	0.003865	0.999964	-0.007514	83.672850	-43.505867	96.854587	-42.510147	-96.854584	-9.254617	865085024878	86496769667000	3271	TrackerOperationMode_Track	-3.220024	0.457275	194.643600	4216.567871	24.432026	1745.860474	697.514771	1513.111694	928.185425	1958.547974	943.108154	1805.459717	939.196777	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.176292	0.974008	-0.142231	-0.785705	0.052200	-0.616395	-0.592950	0.220417	0.774485	200.770584	4266.837402	-41.068935	
0.902878	1.589485	-0.582321	-83.808090	12.547252	36.995998	-0.196882	-0.138247	0.028539	-83.611206	12.685499	36.967461	0.220144	0.969531	-0.107449	-0.779321	0.108558	-0.617150	-0.586682	0.219599	0.779474	0.998421	0.056170	-0.000448	-0.056172	0.998389	-0.007968	0.000000	0.007980	0.999968	242.525009	4310.767578	34.457424	0.003865	0.999964	-0.007514	83.674327	-43.508518	96.859931	-42.512344	-96.859932	-9.256974	865088834417	86497150598000	3279	TrackerOperationMode_Track	-3.220085	0.457253	194.643341	4216.525391	24.427757	1745.802490	697.301086	1513.141846	928.087646	1958.479248	943.091858	1805.319824	939.159851	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.176285	0.974000	-0.142294	-0.785757	0.052174	-0.616332	-0.592883	0.220459	0.774524	200.775558	4266.790039	-41.076683	
0.902982	1.589713	-0.582187	-83.806190	12.561954	36.999321	-0.196878	-0.138168	0.028554	-83.609306	12.700123	36.970764	0.220325	0.969472	-0.107614	-0.779261	0.108584	-0.617221	-0.586693	0.219848	0.779396	0.998421	0.056168	-0.000448	-0.056170	0.998389	-0.007972	0.000000	0.007985	0.999968	242.517395	4310.775391	34.475986	0.003865	0.999964	-0.007514	83.672791	-43.505762	96.854374	-42.507267	-96.854378	-9.267336	865092167565	86497483919000	3286	TrackerOperationMode_Track	-3.219971	0.457497	194.641296	4216.538574	24.435589	1745.821411	697.453857	1513.210571	927.991760	1958.522827	942.980896	1805.424438	939.137085	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.176471	0.973942	-0.142461	-0.785704	0.052202	-0.616396	-0.592897	0.220708	0.774442	200.787735	4266.808105	-41.063541	
0.902854	1.589466	-0.582298	-83.807213	12.545860	36.997566	-0.196888	-0.138253	0.028536	-83.610329	12.684114	36.969032	0.220145	0.969535	-0.107415	-0.779302	0.108574	-0.617171	-0.586707	0.219576	0.779462	0.998421	0.056169	-0.000449	-0.056171	0.998389	-0.007972	0.000000	0.007985	0.999968	242.523590	4310.790527	34.475788	0.003865	0.999964	-0.007514	83.673420	-43.506891	96.856651	-42.510975	-96.856651	-9.255611	865095976904	86497864860000	3294	TrackerOperationMode_Track	-3.220047	0.457489	194.643539	4216.551758	24.447109	1745.731934	697.342163	1513.060913	927.863342	1958.399780	942.956848	1805.321655	938.980408	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.176288	0.974004	-0.142261	-0.785735	0.052189	-0.616358	-0.592911	0.220436	0.774510	200.772980	4266.818359	-41.055996	
0.902899	1.589578	-0.582239	-83.806732	12.552858	36.999119	-0.196887	-0.138217	0.028543	-83.609840	12.691074	36.970573	0.220225	0.969508	-0.107498	-0.779275	0.108579	-0.617204	-0.586712	0.219694	0.779425	0.998421	0.056171	-0.000448	-0.056172	0.998389	-0.007971	0.000000	0.007984	0.999968	242.529449	4310.774414	34.472038	0.003865	0.999964	-0.007514	83.673098	-43.506314	96.855487	-42.509277	-96.855484	-9.260693	865099310052	86498198187000	3301	TrackerOperationMode_Track	-3.220139	0.457443	194.651001	4216.536621	24.438366	1745.710327	697.366638	1513.024048	927.915222	1958.468750	942.936340	1805.348877	939.069641	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.176368	0.973977	-0.142346	-0.785714	0.052193	-0.616384	-0.592915	0.220554	0.774473	200.787704	4266.805664	-41.062382	
0.902821	1.589447	-0.582289	-83.807098	12.544117	36.998898	-0.196895	-0.138263	0.028533	-83.610207	12.682380	36.970367	0.220132	0.969541	-0.107385	-0.779289	0.108577	-0.617187	-0.586729	0.219546	0.779454	0.998421	0.056171	-0.000448	-0.056172	0.998389	-0.007971	0.000000	0.007984	0.999968	242.530029	4310.782227	34.472923	0.003865	0.999964	-0.007514	83.673247	-43.506581	96.856026	-42.510956	-96.856026	-9.254255	865103119392	86498579120000	3309	TrackerOperationMode_Track	-3.220139	0.457458	194.649887	4216.543945	24.445656	1745.856689	697.312195	1513.048462	927.968445	1958.418823	943.004211	1805.331909	939.033752	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.176274	0.974011	-0.142233	-0.785722	0.052190	-0.616374	-0.592932	0.220406	0.774502	200.776978	4266.812012	-41.056602	
0.902814	1.589527	-0.582249	-83.807693	12.548019	37.001205	-0.196902	-0.138245	0.028536	-83.610794	12.686265	36.972668	0.220167	0.969528	-0.107435	-0.779262	0.108565	-0.617223	-0.586751	0.219612	0.779419	0.998421	0.056171	-0.000448	-0.056172	0.998389	-0.007971	0.000000	0.007984	0.999968	242.530289	4310.782227	34.471237	0.003865	0.999964	-0.007514	83.673895	-43.507743	96.858369	-42.511463	-96.858368	-9.257393	865106452739	86498912426000	3316	TrackerOperationMode_Track	-3.220139	0.457436	194.649506	4216.541504	24.440853	1745.747192	697.476196	1513.031250	927.914246	1958.450684	942.950562	1805.313843	939.012817	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.176311	0.973997	-0.142285	-0.785697	0.052179	-0.616407	-0.592954	0.220472	0.774466	200.780975	4266.812500	-41.058872	
0.902854	1.589584	-0.582207	-83.806580	12.552144	37.001892	-0.196899	-0.138221	0.028540	-83.609680	12.690366	36.973351	0.220226	0.969510	-0.107476	-0.779246	0.108582	-0.617241	-0.586751	0.219682	0.779399	0.998421	0.056170	-0.000448	-0.056172	0.998389	-0.007971	0.000000	0.007983	0.999968	242.529007	4310.796387	34.469654	0.003865	0.999964	-0.007514	83.672898	-43.505954	96.854763	-42.509041	-96.854759	-9.260095	865110262079	86499293372000	3324	TrackerOperationMode_Track	-3.220108	0.457405	194.650894	4216.559082	24.436649	1745.830322	697.415894	1513.085693	927.904419	1958.401611	943.014832	1805.310791	939.101624	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.176371	0.973980	-0.142326	-0.785684	0.052197	-0.616422	-0.592953	0.220542	0.774447	200.785904	4266.831055	-41.061886	
0.902756	1.589396	-0.582311	-83.808128	12.539776	36.999844	-0.196905	-0.138288	0.028527	-83.611221	12.678064	36.971317	0.220076	0.969560	-0.107334	-0.779288	0.108561	-0.617192	-0.586752	0.219473	0.779458	0.998421	0.056170	-0.000448	-0.056172	0.998389	-0.007970	0.000000	0.007983	0.999968	242.528610	4310.790527	34.468349	0.003865	0.999964	-0.007514	83.674133	-43.508170	96.859230	-42.513214	-96.859230	-9.251354	865113595226	86499626690000	3331	TrackerOperationMode_Track	-3.220108	0.457397	194.646072	4216.549316	24.444061	1745.833740	697.364746	1513.031128	927.946838	1958.441040	943.038635	1805.303101	939.038269	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.176219	0.974028	-0.142182	-0.785718	0.052175	-0.616381	-0.592954	0.220332	0.774506	200.768814	4266.817871	-41.058113	
